Year,Theory,Status,Deviation,Metric_Value
-12583,Leo,FAIL,16.5935,106.5935
-12583,King_Shaft,FAIL,33.1816,11.8184
-12583,Queen_Shaft,FAIL,33.5076,1.4924
-12583,North_Shaft,FAIL,44.3581,-11.8581
-12582,Orion,FAIL,3.4524,12.7824
-12582,Leo,FAIL,16.6594,106.6594
-12582,King_Shaft,FAIL,33.1835,11.8165
-12582,Queen_Shaft,FAIL,33.5073,1.4927
-12582,North_Shaft,FAIL,44.3575,-11.8575
-12581,Orion,FAIL,3.4519,12.7819
-12581,Leo,FAIL,16.7254,106.7254
-12581,King_Shaft,FAIL,33.1855,11.8145
-12581,Queen_Shaft,FAIL,33.5071,1.4929
-12581,North_Shaft,FAIL,44.3567,-11.8567
-12580,Orion,FAIL,3.4533,12.7833
-12580,Leo,FAIL,17.2851,107.2851
-12580,King_Shaft,FAIL,33.1927,11.8073
-12580,Queen_Shaft,FAIL,33.5122,1.4878
-12580,North_Shaft,FAIL,44.3570,-11.8570
-12579,Orion,FAIL,3.4514,12.7814
-12579,Leo,FAIL,17.3519,107.3519
-12579,King_Shaft,FAIL,33.1926,11.8074
-12579,Queen_Shaft,FAIL,33.5122,1.4878
-12579,North_Shaft,FAIL,44.3543,-11.8543
-12578,Orion,FAIL,3.4492,12.7792
-12578,Leo,FAIL,17.4190,107.4190
-12578,King_Shaft,FAIL,33.1927,11.8073
-12578,Queen_Shaft,FAIL,33.5108,1.4892
-12578,North_Shaft,FAIL,44.3516,-11.8516
-12577,Orion,FAIL,3.4467,12.7767
-12577,Leo,FAIL,17.4864,107.4864
-12577,King_Shaft,FAIL,33.1931,11.8069
-12577,Queen_Shaft,FAIL,33.5097,1.4903
-12577,North_Shaft,FAIL,44.3489,-11.8489
-12576,Orion,FAIL,3.4452,12.7752
-12576,Leo,FAIL,16.7828,106.7828
-12576,King_Shaft,FAIL,33.1933,11.8067
-12576,Queen_Shaft,FAIL,33.5066,1.4934
-12576,North_Shaft,FAIL,44.3488,-11.8488
-12575,Orion,FAIL,3.4441,12.7741
-12575,Leo,FAIL,16.8498,106.8498
-12575,King_Shaft,FAIL,33.1958,11.8042
-12575,Queen_Shaft,FAIL,33.5074,1.4926
-12575,North_Shaft,FAIL,44.3485,-11.8485
-12574,Orion,FAIL,3.4426,12.7726
-12574,Leo,FAIL,16.9170,106.9170
-12574,King_Shaft,FAIL,33.1989,11.8011
-12574,Queen_Shaft,FAIL,33.5086,1.4914
-12574,North_Shaft,FAIL,44.3483,-11.8483
-12573,Orion,FAIL,3.4406,12.7706
-12573,Leo,FAIL,16.9843,106.9843
-12573,King_Shaft,FAIL,33.2024,11.7976
-12573,Queen_Shaft,FAIL,33.5103,1.4897
-12573,North_Shaft,FAIL,44.3481,-11.8481
-12572,Orion,FAIL,3.4345,12.7645
-12572,Leo,FAIL,17.5474,107.5474
-12572,King_Shaft,FAIL,33.2031,11.7969
-12572,Queen_Shaft,FAIL,33.5129,1.4871
-12572,North_Shaft,FAIL,44.3431,-11.8431
-12571,Orion,FAIL,3.4304,12.7604
-12571,Leo,FAIL,16.3525,106.3525
-12571,King_Shaft,FAIL,33.2052,11.7948
-12571,Queen_Shaft,FAIL,33.5135,1.4865
-12571,North_Shaft,FAIL,44.3411,-11.8411
-12570,Orion,FAIL,3.4259,12.7559
-12570,Leo,FAIL,16.4190,106.4190
-12570,King_Shaft,FAIL,33.2076,11.7924
-12570,Queen_Shaft,FAIL,33.5142,1.4858
-12570,North_Shaft,FAIL,44.3388,-11.8388
-12569,Orion,FAIL,3.4212,12.7512
-12569,Leo,FAIL,16.4853,106.4853
-12569,King_Shaft,FAIL,33.2102,11.7898
-12569,Queen_Shaft,FAIL,33.5148,1.4852
-12569,North_Shaft,FAIL,44.3390,-11.8390
-12568,Orion,FAIL,3.4264,12.7564
-12568,Leo,FAIL,17.0437,107.0437
-12568,King_Shaft,FAIL,33.2176,11.7824
-12568,Queen_Shaft,FAIL,33.5169,1.4831
-12568,North_Shaft,FAIL,44.3448,-11.8448
-12567,Orion,FAIL,3.4239,12.7539
-12567,Leo,FAIL,17.1102,107.1102
-12567,King_Shaft,FAIL,33.2216,11.7784
-12567,Queen_Shaft,FAIL,33.5185,1.4815
-12567,North_Shaft,FAIL,44.3434,-11.8434
-12566,Orion,FAIL,3.4213,12.7513
-12566,Leo,FAIL,17.1767,107.1767
-12566,King_Shaft,FAIL,33.2257,11.7743
-12566,Queen_Shaft,FAIL,33.5199,1.4801
-12566,North_Shaft,FAIL,44.3417,-11.8417
-12565,Orion,FAIL,3.4187,12.7487
-12565,Leo,FAIL,17.2431,107.2431
-12565,King_Shaft,FAIL,33.2270,11.7730
-12565,Queen_Shaft,FAIL,33.5212,1.4788
-12565,North_Shaft,FAIL,44.3394,-11.8394
-12564,Orion,FAIL,3.4100,12.7400
-12564,Leo,FAIL,16.5407,106.5407
-12564,King_Shaft,FAIL,33.2220,11.7780
-12564,Queen_Shaft,FAIL,33.5170,1.4830
-12564,North_Shaft,FAIL,44.3332,-11.8332
-12563,Orion,FAIL,3.4098,12.7398
-12563,Leo,FAIL,16.6063,106.6063
-12563,King_Shaft,FAIL,33.2237,11.7763
-12563,Queen_Shaft,FAIL,33.5165,1.4835
-12563,North_Shaft,FAIL,44.3325,-11.8325
-12562,Orion,FAIL,3.4095,12.7395
-12562,Leo,FAIL,16.6720,106.6720
-12562,King_Shaft,FAIL,33.2255,11.7745
-12562,Queen_Shaft,FAIL,33.5161,1.4839
-12562,North_Shaft,FAIL,44.3315,-11.8315
-12561,Orion,FAIL,3.4092,12.7392
-12561,Leo,FAIL,16.7379,106.7379
-12561,King_Shaft,FAIL,33.2272,11.7728
-12561,Queen_Shaft,FAIL,33.5157,1.4843
-12561,North_Shaft,FAIL,44.3303,-11.8303
-12560,Orion,FAIL,3.4100,12.7400
-12560,Leo,FAIL,17.2982,107.2982
-12560,King_Shaft,FAIL,33.2335,11.7665
-12560,Queen_Shaft,FAIL,33.5209,1.4791
-12560,North_Shaft,FAIL,44.3282,-11.8282
-12559,Orion,FAIL,3.4080,12.7380
-12559,Leo,FAIL,17.3651,107.3651
-12559,King_Shaft,FAIL,33.2335,11.7665
-12559,Queen_Shaft,FAIL,33.5210,1.4790
-12559,North_Shaft,FAIL,44.3255,-11.8255
-12558,Orion,FAIL,3.4056,12.7356
-12558,Leo,FAIL,17.4322,107.4322
-12558,King_Shaft,FAIL,33.2339,11.7661
-12558,Queen_Shaft,FAIL,33.5199,1.4801
-12558,North_Shaft,FAIL,44.3229,-11.8229
-12557,Orion,FAIL,3.4028,12.7328
-12557,Leo,FAIL,17.4996,107.4996
-12557,King_Shaft,FAIL,33.2346,11.7654
-12557,Queen_Shaft,FAIL,33.5192,1.4808
-12557,North_Shaft,FAIL,44.3202,-11.8202
-12556,Orion,FAIL,3.4018,12.7318
-12556,Leo,FAIL,16.7952,106.7952
-12556,King_Shaft,FAIL,33.2357,11.7643
-12556,Queen_Shaft,FAIL,33.5164,1.4836
-12556,North_Shaft,FAIL,44.3235,-11.8235
-12555,Orion,FAIL,3.4003,12.7303
-12555,Leo,FAIL,16.8622,106.8622
-12555,King_Shaft,FAIL,33.2387,11.7613
-12555,Queen_Shaft,FAIL,33.5176,1.4824
-12555,North_Shaft,FAIL,44.3233,-11.8233
-12554,Orion,FAIL,3.3983,12.7283
-12554,Leo,FAIL,16.9292,106.9292
-12554,King_Shaft,FAIL,33.2422,11.7578
-12554,Queen_Shaft,FAIL,33.5192,1.4808
-12554,North_Shaft,FAIL,44.3230,-11.8230
-12553,Orion,FAIL,3.3959,12.7259
-12553,Leo,FAIL,16.9962,106.9962
-12553,King_Shaft,FAIL,33.2460,11.7540
-12553,Queen_Shaft,FAIL,33.5209,1.4791
-12553,North_Shaft,FAIL,44.3224,-11.8224
-12552,Orion,FAIL,3.3890,12.7190
-12552,Leo,FAIL,16.2968,106.2968
-12552,King_Shaft,FAIL,33.2462,11.7538
-12552,Queen_Shaft,FAIL,33.5237,1.4763
-12552,North_Shaft,FAIL,44.3150,-11.8150
-12551,Orion,FAIL,3.3847,12.7147
-12551,Leo,FAIL,16.3630,106.3630
-12551,King_Shaft,FAIL,33.2485,11.7515
-12551,Queen_Shaft,FAIL,33.5242,1.4758
-12551,North_Shaft,FAIL,44.3135,-11.8135
-12550,Orion,FAIL,3.3802,12.7102
-12550,Leo,FAIL,16.4289,106.4289
-12550,King_Shaft,FAIL,33.2509,11.7491
-12550,Queen_Shaft,FAIL,33.5246,1.4754
-12550,North_Shaft,FAIL,44.3143,-11.8143
-12549,Orion,FAIL,3.3767,12.7067
-12549,Leo,FAIL,16.4947,106.4947
-12549,King_Shaft,FAIL,33.2533,11.7467
-12549,Queen_Shaft,FAIL,33.5250,1.4750
-12549,North_Shaft,FAIL,44.3146,-11.8146
-12548,Orion,FAIL,3.3819,12.7119
-12548,Leo,FAIL,17.0531,107.0531
-12548,King_Shaft,FAIL,33.2610,11.7390
-12548,Queen_Shaft,FAIL,33.5266,1.4734
-12548,North_Shaft,FAIL,44.3176,-11.8176
-12547,Orion,FAIL,3.3795,12.7095
-12547,Leo,FAIL,17.1193,107.1193
-12547,King_Shaft,FAIL,33.2648,11.7352
-12547,Queen_Shaft,FAIL,33.5278,1.4722
-12547,North_Shaft,FAIL,44.3157,-11.8157
-12546,Orion,FAIL,3.3772,12.7072
-12546,Leo,FAIL,17.1853,107.1853
-12546,King_Shaft,FAIL,33.2682,11.7318
-12546,Queen_Shaft,FAIL,33.5288,1.4712
-12546,North_Shaft,FAIL,44.3132,-11.8132
-12545,Orion,FAIL,3.3750,12.7050
-12545,Leo,FAIL,17.2514,107.2514
-12545,King_Shaft,FAIL,33.2684,11.7316
-12545,Queen_Shaft,FAIL,33.5297,1.4703
-12545,North_Shaft,FAIL,44.3103,-11.8103
-12544,Orion,FAIL,3.3674,12.6974
-12544,Leo,FAIL,16.5480,106.5480
-12544,King_Shaft,FAIL,33.2636,11.7364
-12544,Queen_Shaft,FAIL,33.5253,1.4747
-12544,North_Shaft,FAIL,44.3069,-11.8069
-12543,Orion,FAIL,3.3673,12.6973
-12543,Leo,FAIL,16.6135,106.6135
-12543,King_Shaft,FAIL,33.2651,11.7349
-12543,Queen_Shaft,FAIL,33.5247,1.4753
-12543,North_Shaft,FAIL,44.3059,-11.8059
-12542,Orion,FAIL,3.3671,12.6971
-12542,Leo,FAIL,16.6792,106.6792
-12542,King_Shaft,FAIL,33.2667,11.7333
-12542,Queen_Shaft,FAIL,33.5242,1.4758
-12542,North_Shaft,FAIL,44.3046,-11.8046
-12541,Orion,FAIL,3.3668,12.6968
-12541,Leo,FAIL,16.7451,106.7451
-12541,King_Shaft,FAIL,33.2685,11.7315
-12541,Queen_Shaft,FAIL,33.5238,1.4762
-12541,North_Shaft,FAIL,44.3032,-11.8032
-12540,Orion,FAIL,3.3670,12.6970
-12540,Leo,FAIL,17.3059,107.3059
-12540,King_Shaft,FAIL,33.2742,11.7258
-12540,Queen_Shaft,FAIL,33.5292,1.4708
-12540,North_Shaft,FAIL,44.2991,-11.7991
-12539,Orion,FAIL,3.3647,12.6947
-12539,Leo,FAIL,17.3729,107.3729
-12539,King_Shaft,FAIL,33.2745,11.7255
-12539,Queen_Shaft,FAIL,33.5298,1.4702
-12539,North_Shaft,FAIL,44.2965,-11.7965
-12538,Orion,FAIL,3.3619,12.6919
-12538,Leo,FAIL,17.4401,107.4401
-12538,King_Shaft,FAIL,33.2752,11.7248
-12538,Queen_Shaft,FAIL,33.5290,1.4710
-12538,North_Shaft,FAIL,44.2939,-11.7939
-12537,Orion,FAIL,3.3588,12.6888
-12537,Leo,FAIL,16.2448,106.2448
-12537,King_Shaft,FAIL,33.2763,11.7237
-12537,Queen_Shaft,FAIL,33.5286,1.4714
-12537,North_Shaft,FAIL,44.2914,-11.7914
-12536,Orion,FAIL,3.3580,12.6880
-12536,Leo,FAIL,16.8022,106.8022
-12536,King_Shaft,FAIL,33.2783,11.7217
-12536,Queen_Shaft,FAIL,33.5262,1.4738
-12536,North_Shaft,FAIL,44.2978,-11.7978
-12535,Orion,FAIL,3.3561,12.6861
-12535,Leo,FAIL,16.8689,106.8689
-12535,King_Shaft,FAIL,33.2818,11.7182
-12535,Queen_Shaft,FAIL,33.5277,1.4723
-12535,North_Shaft,FAIL,44.2975,-11.7975
-12534,Orion,FAIL,3.3538,12.6838
-12534,Leo,FAIL,16.9356,106.9356
-12534,King_Shaft,FAIL,33.2855,11.7145
-12534,Queen_Shaft,FAIL,33.5293,1.4707
-12534,North_Shaft,FAIL,44.2968,-11.7968
-12533,Orion,FAIL,3.3513,12.6813
-12533,Leo,FAIL,17.0023,107.0023
-12533,King_Shaft,FAIL,33.2895,11.7105
-12533,Queen_Shaft,FAIL,33.5310,1.4690
-12533,North_Shaft,FAIL,44.2960,-11.7960
-12532,Orion,FAIL,3.3438,12.6738
-12532,Leo,FAIL,16.3017,106.3017
-12532,King_Shaft,FAIL,33.2891,11.7109
-12532,Queen_Shaft,FAIL,33.5338,1.4662
-12532,North_Shaft,FAIL,44.2885,-11.7885
-12531,Orion,FAIL,3.3395,12.6695
-12531,Leo,FAIL,16.3673,106.3673
-12531,King_Shaft,FAIL,33.2914,11.7086
-12531,Queen_Shaft,FAIL,33.5340,1.4660
-12531,North_Shaft,FAIL,44.2891,-11.7891
-12530,Orion,FAIL,3.3352,12.6652
-12530,Leo,FAIL,16.4328,106.4328
-12530,King_Shaft,FAIL,33.2936,11.7064
-12530,Queen_Shaft,FAIL,33.5341,1.4659
-12530,North_Shaft,FAIL,44.2892,-11.7892
-12529,Orion,FAIL,3.3330,12.6630
-12529,Leo,FAIL,16.4982,106.4982
-12529,King_Shaft,FAIL,33.2958,11.7042
-12529,Queen_Shaft,FAIL,33.5341,1.4659
-12529,North_Shaft,FAIL,44.2889,-11.7889
-12528,Orion,FAIL,3.3380,12.6680
-12528,Leo,FAIL,17.0566,107.0566
-12528,King_Shaft,FAIL,33.3036,11.6964
-12528,Queen_Shaft,FAIL,33.5352,1.4648
-12528,North_Shaft,FAIL,44.2893,-11.7893
-12527,Orion,FAIL,3.3360,12.6660
-12527,Leo,FAIL,17.1224,107.1224
-12527,King_Shaft,FAIL,33.3071,11.6929
-12527,Queen_Shaft,FAIL,33.5360,1.4640
-12527,North_Shaft,FAIL,44.2866,-11.7866
-12526,Orion,FAIL,3.3340,12.6640
-12526,Leo,FAIL,17.1881,107.1881
-12526,King_Shaft,FAIL,33.3092,11.6908
-12526,Queen_Shaft,FAIL,33.5366,1.4634
-12526,North_Shaft,FAIL,44.2836,-11.7836
-12525,Orion,FAIL,3.3321,12.6621
-12525,Leo,FAIL,17.2540,107.2540
-12525,King_Shaft,FAIL,33.3091,11.6909
-12525,Queen_Shaft,FAIL,33.5372,1.4628
-12525,North_Shaft,FAIL,44.2804,-11.7804
-12524,Orion,FAIL,3.3252,12.6552
-12524,Leo,FAIL,16.5498,106.5498
-12524,King_Shaft,FAIL,33.3045,11.6955
-12524,Queen_Shaft,FAIL,33.5329,1.4671
-12524,North_Shaft,FAIL,44.2798,-11.7798
-12523,Orion,FAIL,3.3252,12.6552
-12523,Leo,FAIL,16.6153,106.6153
-12523,King_Shaft,FAIL,33.3060,11.6940
-12523,Queen_Shaft,FAIL,33.5323,1.4677
-12523,North_Shaft,FAIL,44.2785,-11.7785
-12522,Orion,FAIL,3.3250,12.6550
-12522,Leo,FAIL,16.6810,106.6810
-12522,King_Shaft,FAIL,33.3076,11.6924
-12522,Queen_Shaft,FAIL,33.5318,1.4682
-12522,North_Shaft,FAIL,44.2771,-11.7771
-12521,Orion,FAIL,3.3245,12.6545
-12521,Leo,FAIL,16.7470,106.7470
-12521,King_Shaft,FAIL,33.3096,11.6904
-12521,Queen_Shaft,FAIL,33.5318,1.4682
-12521,North_Shaft,FAIL,44.2759,-11.7759
-12520,Orion,FAIL,3.3240,12.6540
-12520,Leo,FAIL,17.3084,107.3084
-12520,King_Shaft,FAIL,33.3150,11.6850
-12520,Queen_Shaft,FAIL,33.5374,1.4626
-12520,North_Shaft,FAIL,44.2700,-11.7700
-12519,Orion,FAIL,3.3213,12.6513
-12519,Leo,FAIL,17.3753,107.3753
-12519,King_Shaft,FAIL,33.3157,11.6843
-12519,Queen_Shaft,FAIL,33.5386,1.4614
-12519,North_Shaft,FAIL,44.2674,-11.7674
-12518,Orion,FAIL,3.3182,12.6482
-12518,Leo,FAIL,16.1799,106.1799
-12518,King_Shaft,FAIL,33.3168,11.6832
-12518,Queen_Shaft,FAIL,33.5382,1.4618
-12518,North_Shaft,FAIL,44.2648,-11.7648
-12517,Orion,FAIL,3.3146,12.6446
-12517,Leo,FAIL,16.2459,106.2459
-12517,King_Shaft,FAIL,33.3184,11.6816
-12517,Queen_Shaft,FAIL,33.5382,1.4618
-12517,North_Shaft,FAIL,44.2655,-11.7655
-12516,Orion,FAIL,3.3141,12.6441
-12516,Leo,FAIL,16.8035,106.8035
-12516,King_Shaft,FAIL,33.3210,11.6790
-12516,Queen_Shaft,FAIL,33.5358,1.4642
-12516,North_Shaft,FAIL,44.2716,-11.7716
-12515,Orion,FAIL,3.3119,12.6419
-12515,Leo,FAIL,16.8698,106.8698
-12515,King_Shaft,FAIL,33.3246,11.6754
-12515,Queen_Shaft,FAIL,33.5372,1.4628
-12515,North_Shaft,FAIL,44.2709,-11.7709
-12514,Orion,FAIL,3.3095,12.6395
-12514,Leo,FAIL,16.9361,106.9361
-12514,King_Shaft,FAIL,33.3285,11.6715
-12514,Queen_Shaft,FAIL,33.5388,1.4612
-12514,North_Shaft,FAIL,44.2699,-11.7699
-12513,Orion,FAIL,3.3069,12.6369
-12513,Leo,FAIL,17.0023,107.0023
-12513,King_Shaft,FAIL,33.3326,11.6674
-12513,Queen_Shaft,FAIL,33.5404,1.4596
-12513,North_Shaft,FAIL,44.2686,-11.7686
-12512,Orion,FAIL,3.2992,12.6292
-12512,Leo,FAIL,16.3005,106.3005
-12512,King_Shaft,FAIL,33.3317,11.6683
-12512,Queen_Shaft,FAIL,33.5431,1.4569
-12512,North_Shaft,FAIL,44.2634,-11.7634
-12511,Orion,FAIL,3.2951,12.6251
-12511,Leo,FAIL,16.3657,106.3657
-12511,King_Shaft,FAIL,33.3337,11.6663
-12511,Queen_Shaft,FAIL,33.5429,1.4571
-12511,North_Shaft,FAIL,44.2633,-11.7633
-12510,Orion,FAIL,3.2911,12.6211
-12510,Leo,FAIL,16.4307,106.4307
-12510,King_Shaft,FAIL,33.3356,11.6644
-12510,Queen_Shaft,FAIL,33.5425,1.4575
-12510,North_Shaft,FAIL,44.2628,-11.7628
-12509,Orion,FAIL,3.2900,12.6200
-12509,Leo,FAIL,16.4957,106.4957
-12509,King_Shaft,FAIL,33.3376,11.6624
-12509,Queen_Shaft,FAIL,33.5421,1.4579
-12509,North_Shaft,FAIL,44.2619,-11.7619
-12508,Orion,FAIL,3.2950,12.6250
-12508,Leo,FAIL,17.0542,107.0542
-12508,King_Shaft,FAIL,33.3453,11.6547
-12508,Queen_Shaft,FAIL,33.5427,1.4573
-12508,North_Shaft,FAIL,44.2598,-11.7598
-12507,Orion,FAIL,3.2933,12.6233
-12507,Leo,FAIL,17.1197,107.1197
-12507,King_Shaft,FAIL,33.3484,11.6516
-12507,Queen_Shaft,FAIL,33.5430,1.4570
-12507,North_Shaft,FAIL,44.2566,-11.7566
-12506,Orion,FAIL,3.2916,12.6216
-12506,Leo,FAIL,17.1854,107.1854
-12506,King_Shaft,FAIL,33.3496,11.6504
-12506,Queen_Shaft,FAIL,33.5434,1.4566
-12506,North_Shaft,FAIL,44.2533,-11.7533
-12505,Orion,FAIL,3.2897,12.6197
-12505,Leo,FAIL,17.2512,107.2512
-12505,King_Shaft,FAIL,33.3494,11.6506
-12505,Queen_Shaft,FAIL,33.5440,1.4560
-12505,North_Shaft,FAIL,44.2498,-11.7498
-12504,Orion,FAIL,3.2833,12.6133
-12504,Leo,FAIL,16.5463,106.5463
-12504,King_Shaft,FAIL,33.3450,11.6550
-12504,Queen_Shaft,FAIL,33.5401,1.4599
-12504,North_Shaft,FAIL,44.2521,-11.7521
-12503,Orion,FAIL,3.2833,12.6133
-12503,Leo,FAIL,16.6118,106.6118
-12503,King_Shaft,FAIL,33.3465,11.6535
-12503,Queen_Shaft,FAIL,33.5395,1.4605
-12503,North_Shaft,FAIL,44.2507,-11.7507
-12502,Orion,FAIL,3.2829,12.6129
-12502,Leo,FAIL,16.6776,106.6776
-12502,King_Shaft,FAIL,33.3483,11.6517
-12502,Queen_Shaft,FAIL,33.5394,1.4606
-12502,North_Shaft,FAIL,44.2495,-11.7495
-12501,Orion,FAIL,3.2821,12.6121
-12501,Leo,FAIL,16.7436,106.7436
-12501,King_Shaft,FAIL,33.3506,11.6494
-12501,Queen_Shaft,FAIL,33.5397,1.4603
-12501,North_Shaft,FAIL,44.2483,-11.7483
-12500,Orion,FAIL,3.2808,12.6108
-12500,Leo,FAIL,16.8098,106.8098
-12500,King_Shaft,FAIL,33.3533,11.6467
-12500,Queen_Shaft,FAIL,33.5404,1.4596
-12500,North_Shaft,FAIL,44.2472,-11.7472
-12499,Orion,FAIL,3.2792,12.6092
-12499,Leo,FAIL,16.8762,106.8762
-12499,King_Shaft,FAIL,33.3565,11.6435
-12499,Queen_Shaft,FAIL,33.5415,1.4585
-12499,North_Shaft,FAIL,44.2461,-11.7461
-12498,Orion,FAIL,3.2770,12.6070
-12498,Leo,FAIL,16.9426,106.9426
-12498,King_Shaft,FAIL,33.3601,11.6399
-12498,Queen_Shaft,FAIL,33.5430,1.4570
-12498,North_Shaft,FAIL,44.2450,-11.7450
-12497,Orion,FAIL,3.2744,12.6044
-12497,Leo,FAIL,17.0090,107.0090
-12497,King_Shaft,FAIL,33.3641,11.6359
-12497,Queen_Shaft,FAIL,33.5447,1.4553
-12497,North_Shaft,FAIL,44.2436,-11.7436
-12496,Orion,FAIL,3.2662,12.5962
-12496,Leo,FAIL,16.3068,106.3068
-12496,King_Shaft,FAIL,33.3627,11.6373
-12496,Queen_Shaft,FAIL,33.5477,1.4523
-12496,North_Shaft,FAIL,44.2412,-11.7412
-12495,Orion,FAIL,3.2619,12.5919
-12495,Leo,FAIL,16.3723,106.3723
-12495,King_Shaft,FAIL,33.3650,11.6350
-12495,Queen_Shaft,FAIL,33.5480,1.4520
-12495,North_Shaft,FAIL,44.2416,-11.7416
-12494,Orion,FAIL,3.2577,12.5877
-12494,Leo,FAIL,16.4376,106.4376
-12494,King_Shaft,FAIL,33.3675,11.6325
-12494,Queen_Shaft,FAIL,33.5484,1.4516
-12494,North_Shaft,FAIL,44.2415,-11.7415
-12493,Orion,FAIL,3.2566,12.5866
-12493,Leo,FAIL,16.5028,106.5028
-12493,King_Shaft,FAIL,33.3701,11.6299
-12493,Queen_Shaft,FAIL,33.5486,1.4514
-12493,North_Shaft,FAIL,44.2409,-11.7409
-12492,Orion,FAIL,3.2606,12.5906
-12492,Leo,FAIL,17.0618,107.0618
-12492,King_Shaft,FAIL,33.3788,11.6212
-12492,Queen_Shaft,FAIL,33.5497,1.4503
-12492,North_Shaft,FAIL,44.2375,-11.7375
-12491,Orion,FAIL,3.2582,12.5882
-12491,Leo,FAIL,17.1273,107.1273
-12491,King_Shaft,FAIL,33.3825,11.6175
-12491,Queen_Shaft,FAIL,33.5506,1.4494
-12491,North_Shaft,FAIL,44.2346,-11.7346
-12490,Orion,FAIL,3.2558,12.5858
-12490,Leo,FAIL,17.1928,107.1928
-12490,King_Shaft,FAIL,33.3835,11.6165
-12490,Queen_Shaft,FAIL,33.5515,1.4485
-12490,North_Shaft,FAIL,44.2313,-11.7313
-12489,Orion,FAIL,3.2535,12.5835
-12489,Leo,FAIL,17.2582,107.2582
-12489,King_Shaft,FAIL,33.3838,11.6162
-12489,Queen_Shaft,FAIL,33.5522,1.4478
-12489,North_Shaft,FAIL,44.2276,-11.7276
-12488,Orion,FAIL,3.2475,12.5775
-12488,Leo,FAIL,16.5521,106.5521
-12488,King_Shaft,FAIL,33.3799,11.6201
-12488,Queen_Shaft,FAIL,33.5482,1.4518
-12488,North_Shaft,FAIL,44.2319,-11.7319
-12487,Orion,FAIL,3.2474,12.5774
-12487,Leo,FAIL,16.6171,106.6171
-12487,King_Shaft,FAIL,33.3815,11.6185
-12487,Queen_Shaft,FAIL,33.5474,1.4526
-12487,North_Shaft,FAIL,44.2300,-11.7300
-12486,Orion,FAIL,3.2471,12.5771
-12486,Leo,FAIL,16.6822,106.6822
-12486,King_Shaft,FAIL,33.3832,11.6168
-12486,Queen_Shaft,FAIL,33.5468,1.4532
-12486,North_Shaft,FAIL,44.2279,-11.7279
-12485,Orion,FAIL,3.2467,12.5767
-12485,Leo,FAIL,16.7475,106.7475
-12485,King_Shaft,FAIL,33.3850,11.6150
-12485,Queen_Shaft,FAIL,33.5464,1.4536
-12485,North_Shaft,FAIL,44.2257,-11.7257
-12484,Orion,FAIL,3.2458,12.5758
-12484,Leo,FAIL,16.0470,106.0470
-12484,King_Shaft,FAIL,33.3894,11.6106
-12484,Queen_Shaft,FAIL,33.5512,1.4488
-12484,North_Shaft,FAIL,44.2166,-11.7166
-12483,Orion,FAIL,3.2434,12.5734
-12483,Leo,FAIL,16.1121,106.1121
-12483,King_Shaft,FAIL,33.3898,11.6102
-12483,Queen_Shaft,FAIL,33.5526,1.4474
-12483,North_Shaft,FAIL,44.2168,-11.7168
-12482,Orion,FAIL,3.2405,12.5705
-12482,Leo,FAIL,16.1774,106.1774
-12482,King_Shaft,FAIL,33.3907,11.6093
-12482,Queen_Shaft,FAIL,33.5520,1.4480
-12482,North_Shaft,FAIL,44.2171,-11.7171
-12481,Orion,FAIL,3.2372,12.5672
-12481,Leo,FAIL,16.2429,106.2429
-12481,King_Shaft,FAIL,33.3920,11.6080
-12481,Queen_Shaft,FAIL,33.5516,1.4484
-12481,North_Shaft,FAIL,44.2174,-11.7174
-12480,Orion,FAIL,3.2378,12.5678
-12480,Leo,FAIL,16.8009,106.8009
-12480,King_Shaft,FAIL,33.3948,11.6052
-12480,Queen_Shaft,FAIL,33.5485,1.4515
-12480,North_Shaft,FAIL,44.2195,-11.7195
-12479,Orion,FAIL,3.2357,12.5657
-12479,Leo,FAIL,16.8670,106.8670
-12479,King_Shaft,FAIL,33.3983,11.6017
-12479,Queen_Shaft,FAIL,33.5498,1.4502
-12479,North_Shaft,FAIL,44.2183,-11.7183
-12478,Orion,FAIL,3.2333,12.5633
-12478,Leo,FAIL,16.9330,106.9330
-12478,King_Shaft,FAIL,33.4022,11.5978
-12478,Queen_Shaft,FAIL,33.5513,1.4487
-12478,North_Shaft,FAIL,44.2169,-11.7169
-12477,Orion,FAIL,3.2307,12.5607
-12477,Leo,FAIL,16.9990,106.9990
-12477,King_Shaft,FAIL,33.4062,11.5938
-12477,Queen_Shaft,FAIL,33.5529,1.4471
-12477,North_Shaft,FAIL,44.2152,-11.7152
-12476,Orion,FAIL,3.2223,12.5523
-12476,Leo,FAIL,16.2958,106.2958
-12476,King_Shaft,FAIL,33.4047,11.5953
-12476,Queen_Shaft,FAIL,33.5563,1.4437
-12476,North_Shaft,FAIL,44.2151,-11.7151
-12475,Orion,FAIL,3.2180,12.5480
-12475,Leo,FAIL,16.3608,106.3608
-12475,King_Shaft,FAIL,33.4070,11.5930
-12475,Queen_Shaft,FAIL,33.5564,1.4436
-12475,North_Shaft,FAIL,44.2149,-11.7149
-12474,Orion,FAIL,3.2143,12.5443
-12474,Leo,FAIL,16.4256,106.4256
-12474,King_Shaft,FAIL,33.4093,11.5907
-12474,Queen_Shaft,FAIL,33.5563,1.4437
-12474,North_Shaft,FAIL,44.2141,-11.7141
-12473,Orion,FAIL,3.2135,12.5435
