Year,Theory,Status,Deviation,Metric_Value
-7515,King_Shaft,FAIL,26.8468,18.1532
-7515,Queen_Shaft,FAIL,18.5825,16.4175
-7515,North_Shaft,FAIL,27.9159,4.5841
-7514,Orion,FAIL,9.1453,18.4753
-7514,Leo,FAIL,9.0432,80.9568
-7514,King_Shaft,FAIL,26.8426,18.1574
-7514,Queen_Shaft,FAIL,18.5780,16.4220
-7514,North_Shaft,FAIL,27.9115,4.5885
-7513,Orion,FAIL,9.1493,18.4793
-7513,Leo,FAIL,9.0463,80.9537
-7513,King_Shaft,FAIL,26.8386,18.1614
-7513,Queen_Shaft,FAIL,18.5736,16.4264
-7513,North_Shaft,FAIL,27.9073,4.5927
-7512,Orion,FAIL,9.1536,18.4836
-7512,Leo,FAIL,9.8187,80.1813
-7512,King_Shaft,FAIL,26.8430,18.1570
-7512,Queen_Shaft,FAIL,18.5694,16.4306
-7512,North_Shaft,FAIL,27.9020,4.5980
-7511,Orion,FAIL,9.1574,18.4874
-7511,Leo,FAIL,9.8220,80.1780
-7511,King_Shaft,FAIL,26.8391,18.1609
-7511,Queen_Shaft,FAIL,18.5648,16.4352
-7511,North_Shaft,FAIL,27.8980,4.6020
-7510,Orion,FAIL,9.1612,18.4912
-7510,Leo,FAIL,9.8256,80.1744
-7510,King_Shaft,FAIL,26.8351,18.1649
-7510,Queen_Shaft,FAIL,18.5601,16.4399
-7510,North_Shaft,FAIL,27.8939,4.6061
-7509,Orion,FAIL,9.1652,18.4952
-7509,Leo,FAIL,9.8294,80.1706
-7509,King_Shaft,FAIL,26.8311,18.1689
-7509,Queen_Shaft,FAIL,18.5551,16.4449
-7509,North_Shaft,FAIL,27.8897,4.6103
-7508,Orion,FAIL,9.1635,18.4935
-7508,Leo,FAIL,9.3396,80.6604
-7508,King_Shaft,FAIL,26.8187,18.1813
-7508,Queen_Shaft,FAIL,18.5541,16.4459
-7508,North_Shaft,FAIL,27.8876,4.6124
-7507,Orion,FAIL,9.1679,18.4979
-7507,Leo,FAIL,9.3437,80.6563
-7507,King_Shaft,FAIL,26.8142,18.1858
-7507,Queen_Shaft,FAIL,18.5488,16.4512
-7507,North_Shaft,FAIL,27.8830,4.6170
-7506,Orion,FAIL,9.1724,18.5024
-7506,Leo,FAIL,9.3479,80.6521
-7506,King_Shaft,FAIL,26.8096,18.1904
-7506,Queen_Shaft,FAIL,18.5433,16.4567
-7506,North_Shaft,FAIL,27.8781,4.6219
-7505,Orion,FAIL,9.1771,18.5071
-7505,Leo,FAIL,9.3522,80.6478
-7505,King_Shaft,FAIL,26.8047,18.1953
-7505,Queen_Shaft,FAIL,18.5377,16.4623
-7505,North_Shaft,FAIL,27.8730,4.6270
-7504,Orion,FAIL,9.1892,18.5192
-7504,Leo,FAIL,8.8648,81.1352
-7504,King_Shaft,FAIL,26.8014,18.1986
-7504,Queen_Shaft,FAIL,18.5262,16.4738
-7504,North_Shaft,FAIL,27.8635,4.6365
-7503,Orion,FAIL,9.1943,18.5243
-7503,Leo,FAIL,8.8690,81.1310
-7503,King_Shaft,FAIL,26.7962,18.2038
-7503,Queen_Shaft,FAIL,18.5205,16.4795
-7503,North_Shaft,FAIL,27.8581,4.6419
-7502,Orion,FAIL,9.1995,18.5295
-7502,Leo,FAIL,8.8730,81.1270
-7502,King_Shaft,FAIL,26.7910,18.2090
-7502,Queen_Shaft,FAIL,18.5150,16.4850
-7502,North_Shaft,FAIL,27.8527,4.6473
-7501,Orion,FAIL,9.2046,18.5346
-7501,Leo,FAIL,8.8770,81.1230
-7501,King_Shaft,FAIL,26.7857,18.2143
-7501,Queen_Shaft,FAIL,18.5094,16.4906
-7501,North_Shaft,FAIL,27.8472,4.6528
-7500,Orion,FAIL,9.2098,18.5398
-7500,Leo,FAIL,8.8808,81.1192
-7500,King_Shaft,FAIL,26.7805,18.2195
-7500,Queen_Shaft,FAIL,18.5041,16.4959
-7500,North_Shaft,FAIL,27.8418,4.6582
-7499,Orion,FAIL,9.2147,18.5447
-7499,Leo,FAIL,8.8844,81.1156
-7499,King_Shaft,FAIL,26.7755,18.2245
-7499,Queen_Shaft,FAIL,18.4990,16.5010
-7499,North_Shaft,FAIL,27.8366,4.6634
-7498,Orion,FAIL,9.2195,18.5495
-7498,Leo,FAIL,8.8879,81.1121
-7498,King_Shaft,FAIL,26.7707,18.2293
-7498,Queen_Shaft,FAIL,18.4941,16.5059
-7498,North_Shaft,FAIL,27.8316,4.6684
-7497,Orion,FAIL,9.2240,18.5540
-7497,Leo,FAIL,8.8913,81.1087
-7497,King_Shaft,FAIL,26.7660,18.2340
-7497,Queen_Shaft,FAIL,18.4893,16.5107
-7497,North_Shaft,FAIL,27.8268,4.6732
-7496,Orion,FAIL,9.2239,18.5539
-7496,Leo,FAIL,9.6621,80.3379
-7496,King_Shaft,FAIL,26.7638,18.2362
-7496,Queen_Shaft,FAIL,18.4902,16.5098
-7496,North_Shaft,FAIL,27.8267,4.6733
-7495,Orion,FAIL,9.2280,18.5580
-7495,Leo,FAIL,9.6654,80.3346
-7495,King_Shaft,FAIL,26.7597,18.2403
-7495,Queen_Shaft,FAIL,18.4857,16.5143
-7495,North_Shaft,FAIL,27.8224,4.6776
-7494,Orion,FAIL,9.2319,18.5619
-7494,Leo,FAIL,9.6688,80.3312
-7494,King_Shaft,FAIL,26.7557,18.2443
-7494,Queen_Shaft,FAIL,18.4813,16.5187
-7494,North_Shaft,FAIL,27.8183,4.6817
-7493,Orion,FAIL,9.2358,18.5658
-7493,Leo,FAIL,9.6724,80.3276
-7493,King_Shaft,FAIL,26.7518,18.2482
-7493,Queen_Shaft,FAIL,18.4767,16.5233
-7493,North_Shaft,FAIL,27.8142,4.6858
-7492,Orion,FAIL,9.2415,18.5715
-7492,Leo,FAIL,9.1834,80.8166
-7492,King_Shaft,FAIL,26.7431,18.2569
-7492,Queen_Shaft,FAIL,18.4682,16.5318
-7492,North_Shaft,FAIL,27.8089,4.6911
-7491,Orion,FAIL,9.2453,18.5753
-7491,Leo,FAIL,9.1873,80.8127
-7491,King_Shaft,FAIL,26.7391,18.2609
-7491,Queen_Shaft,FAIL,18.4635,16.5365
-7491,North_Shaft,FAIL,27.8047,4.6953
-7490,Orion,FAIL,9.2493,18.5793
-7490,Leo,FAIL,9.1915,80.8085
-7490,King_Shaft,FAIL,26.7350,18.2650
-7490,Queen_Shaft,FAIL,18.4584,16.5416
-7490,North_Shaft,FAIL,27.8003,4.6997
-7489,Orion,FAIL,9.2536,18.5836
-7489,Leo,FAIL,9.1958,80.8042
-7489,King_Shaft,FAIL,26.7306,18.2694
-7489,Queen_Shaft,FAIL,18.4532,16.5468
-7489,North_Shaft,FAIL,27.7957,4.7043
-7488,Orion,FAIL,9.2603,18.5903
-7488,Leo,FAIL,9.9693,80.0307
-7488,King_Shaft,FAIL,26.7327,18.2673
-7488,Queen_Shaft,FAIL,18.4470,16.5530
-7488,North_Shaft,FAIL,27.7905,4.7095
-7487,Orion,FAIL,9.2649,18.5949
-7487,Leo,FAIL,9.9737,80.0263
-7487,King_Shaft,FAIL,26.7280,18.2720
-7487,Queen_Shaft,FAIL,18.4415,16.5585
-7487,North_Shaft,FAIL,27.7856,4.7144
-7486,Orion,FAIL,9.2698,18.5998
-7486,Leo,FAIL,9.9783,80.0217
-7486,King_Shaft,FAIL,26.7229,18.2771
-7486,Queen_Shaft,FAIL,18.4359,16.5641
-7486,North_Shaft,FAIL,27.7805,4.7195
-7485,Orion,FAIL,9.2749,18.6049
-7485,Leo,FAIL,9.9828,80.0172
-7485,King_Shaft,FAIL,26.7177,18.2823
-7485,Queen_Shaft,FAIL,18.4302,16.5698
-7485,North_Shaft,FAIL,27.7752,4.7248
-7484,Orion,FAIL,9.2714,18.6014
-7484,Leo,FAIL,9.4933,80.5067
-7484,King_Shaft,FAIL,26.7071,18.2929
-7484,Queen_Shaft,FAIL,18.4304,16.5696
-7484,North_Shaft,FAIL,27.7718,4.7282
-7483,Orion,FAIL,9.2765,18.6065
-7483,Leo,FAIL,9.4976,80.5024
-7483,King_Shaft,FAIL,26.7019,18.2981
-7483,Queen_Shaft,FAIL,18.4249,16.5751
-7483,North_Shaft,FAIL,27.7664,4.7336
-7482,Orion,FAIL,9.2817,18.6117
-7482,Leo,FAIL,9.5018,80.4982
-7482,King_Shaft,FAIL,26.6966,18.3034
-7482,Queen_Shaft,FAIL,18.4194,16.5806
-7482,North_Shaft,FAIL,27.7610,4.7390
-7481,Orion,FAIL,9.2868,18.6168
-7481,Leo,FAIL,9.5057,80.4943
-7481,King_Shaft,FAIL,26.6914,18.3086
-7481,Queen_Shaft,FAIL,18.4141,16.5859
-7481,North_Shaft,FAIL,27.7556,4.7444
-7480,Orion,FAIL,9.3006,18.6306
-7480,Leo,FAIL,9.0178,80.9822
-7480,King_Shaft,FAIL,26.6866,18.3134
-7480,Queen_Shaft,FAIL,18.4021,16.5979
-7480,North_Shaft,FAIL,27.7461,4.7539
-7479,Orion,FAIL,9.3053,18.6353
-7479,Leo,FAIL,9.0215,80.9785
-7479,King_Shaft,FAIL,26.6818,18.3182
-7479,Queen_Shaft,FAIL,18.3973,16.6027
-7479,North_Shaft,FAIL,27.7412,4.7588
-7478,Orion,FAIL,9.3097,18.6397
-7478,Leo,FAIL,9.0251,80.9749
-7478,King_Shaft,FAIL,26.6772,18.3228
-7478,Queen_Shaft,FAIL,18.3926,16.6074
-7478,North_Shaft,FAIL,27.7364,4.7636
-7477,Orion,FAIL,9.3140,18.6440
-7477,Leo,FAIL,9.0287,80.9713
-7477,King_Shaft,FAIL,26.6729,18.3271
-7477,Queen_Shaft,FAIL,18.3880,16.6120
-7477,North_Shaft,FAIL,27.7319,4.7681
-7476,Orion,FAIL,9.3153,18.6453
-7476,Leo,FAIL,9.7998,80.2002
-7476,King_Shaft,FAIL,26.6737,18.3263
-7476,Queen_Shaft,FAIL,18.3879,16.6121
-7476,North_Shaft,FAIL,27.7323,4.7677
-7475,Orion,FAIL,9.3192,18.6492
-7475,Leo,FAIL,9.8036,80.1964
-7475,King_Shaft,FAIL,26.6698,18.3302
-7475,Queen_Shaft,FAIL,18.3834,16.6166
-7475,North_Shaft,FAIL,27.7282,4.7718
-7474,Orion,FAIL,9.3231,18.6531
-7474,Leo,FAIL,9.8075,80.1925
-7474,King_Shaft,FAIL,26.6658,18.3342
-7474,Queen_Shaft,FAIL,18.3787,16.6213
-7474,North_Shaft,FAIL,27.7241,4.7759
-7473,Orion,FAIL,9.3270,18.6570
-7473,Leo,FAIL,9.8115,80.1885
-7473,King_Shaft,FAIL,26.6619,18.3381
-7473,Queen_Shaft,FAIL,18.3740,16.6260
-7473,North_Shaft,FAIL,27.7200,4.7800
-7472,Orion,FAIL,9.3300,18.6600
-7472,Leo,FAIL,9.3229,80.6771
-7472,King_Shaft,FAIL,26.6513,18.3487
-7472,Queen_Shaft,FAIL,18.3672,16.6328
-7472,North_Shaft,FAIL,27.7145,4.7855
-7471,Orion,FAIL,9.3341,18.6641
-7471,Leo,FAIL,9.3274,80.6726
-7471,King_Shaft,FAIL,26.6471,18.3529
-7471,Queen_Shaft,FAIL,18.3621,16.6379
-7471,North_Shaft,FAIL,27.7100,4.7900
-7470,Orion,FAIL,9.3384,18.6684
-7470,Leo,FAIL,9.3320,80.6680
-7470,King_Shaft,FAIL,26.6426,18.3574
-7470,Queen_Shaft,FAIL,18.3568,16.6432
-7470,North_Shaft,FAIL,27.7053,4.7947
-7469,Orion,FAIL,9.3429,18.6729
-7469,Leo,FAIL,9.3367,80.6633
-7469,King_Shaft,FAIL,26.6380,18.3620
-7469,Queen_Shaft,FAIL,18.3514,16.6486
-7469,North_Shaft,FAIL,27.7004,4.7996
-7468,Orion,FAIL,9.3517,18.6817
-7468,Leo,FAIL,10.1107,79.8893
-7468,King_Shaft,FAIL,26.6380,18.3620
-7468,Queen_Shaft,FAIL,18.3438,16.6562
-7468,North_Shaft,FAIL,27.6951,4.8049
-7467,Orion,FAIL,9.3567,18.6867
-7467,Leo,FAIL,10.1155,79.8845
-7467,King_Shaft,FAIL,26.6329,18.3671
-7467,Queen_Shaft,FAIL,18.3381,16.6619
-7467,North_Shaft,FAIL,27.6899,4.8101
-7466,Orion,FAIL,9.3618,18.6918
-7466,Leo,FAIL,10.1202,79.8798
-7466,King_Shaft,FAIL,26.6277,18.3723
-7466,Queen_Shaft,FAIL,18.3324,16.6676
-7466,North_Shaft,FAIL,27.6845,4.8155
-7465,Orion,FAIL,9.3670,18.6970
-7465,Leo,FAIL,10.1248,79.8752
-7465,King_Shaft,FAIL,26.6224,18.3776
-7465,Queen_Shaft,FAIL,18.3268,16.6732
-7465,North_Shaft,FAIL,27.6792,4.8208
-7464,Orion,FAIL,9.3647,18.6947
-7464,Leo,FAIL,9.6353,80.3647
-7464,King_Shaft,FAIL,26.6145,18.3855
-7464,Queen_Shaft,FAIL,18.3291,16.6709
-7464,North_Shaft,FAIL,27.6757,4.8243
-7463,Orion,FAIL,9.3699,18.6999
-7463,Leo,FAIL,9.6397,80.3603
-7463,King_Shaft,FAIL,26.6093,18.3907
-7463,Queen_Shaft,FAIL,18.3237,16.6763
-7463,North_Shaft,FAIL,27.6703,4.8297
-7462,Orion,FAIL,9.3750,18.7050
-7462,Leo,FAIL,9.6438,80.3562
-7462,King_Shaft,FAIL,26.6042,18.3958
-7462,Queen_Shaft,FAIL,18.3185,16.6815
-7462,North_Shaft,FAIL,27.6650,4.8350
-7461,Orion,FAIL,9.3799,18.7099
-7461,Leo,FAIL,9.6478,80.3522
-7461,King_Shaft,FAIL,26.5993,18.4007
-7461,Queen_Shaft,FAIL,18.3136,16.6864
-7461,North_Shaft,FAIL,27.6600,4.8400
-7460,Orion,FAIL,9.3910,18.7210
-7460,Leo,FAIL,9.1599,80.8401
-7460,King_Shaft,FAIL,26.5929,18.4071
-7460,Queen_Shaft,FAIL,18.3006,16.6994
-7460,North_Shaft,FAIL,27.6507,4.8493
-7459,Orion,FAIL,9.3954,18.7254
-7459,Leo,FAIL,9.1638,80.8362
-7459,King_Shaft,FAIL,26.5884,18.4116
-7459,Queen_Shaft,FAIL,18.2960,16.7040
-7459,North_Shaft,FAIL,27.6461,4.8539
-7458,Orion,FAIL,9.3996,18.7296
-7458,Leo,FAIL,9.1676,80.8324
-7458,King_Shaft,FAIL,26.5841,18.4159
-7458,Queen_Shaft,FAIL,18.2914,16.7086
-7458,North_Shaft,FAIL,27.6416,4.8584
-7457,Orion,FAIL,9.4035,18.7335
-7457,Leo,FAIL,9.1715,80.8285
-7457,King_Shaft,FAIL,26.5801,18.4199
-7457,Queen_Shaft,FAIL,18.2870,16.7130
-7457,North_Shaft,FAIL,27.6374,4.8626
-7456,Orion,FAIL,9.4066,18.7366
-7456,Leo,FAIL,9.9432,80.0568
-7456,King_Shaft,FAIL,26.5839,18.4161
-7456,Queen_Shaft,FAIL,18.2854,16.7146
-7456,North_Shaft,FAIL,27.6380,4.8620
-7455,Orion,FAIL,9.4105,18.7405
-7455,Leo,FAIL,9.9474,80.0526
-7455,King_Shaft,FAIL,26.5800,18.4200
-7455,Queen_Shaft,FAIL,18.2807,16.7193
-7455,North_Shaft,FAIL,27.6338,4.8662
-7454,Orion,FAIL,9.4145,18.7445
-7454,Leo,FAIL,9.9518,80.0482
-7454,King_Shaft,FAIL,26.5760,18.4240
-7454,Queen_Shaft,FAIL,18.2760,16.7240
-7454,North_Shaft,FAIL,27.6296,4.8704
-7453,Orion,FAIL,9.4185,18.7485
-7453,Leo,FAIL,9.9563,80.0437
-7453,King_Shaft,FAIL,26.5719,18.4281
-7453,Queen_Shaft,FAIL,18.2710,16.7290
-7453,North_Shaft,FAIL,27.6254,4.8746
-7452,Orion,FAIL,9.4187,18.7487
-7452,Leo,FAIL,9.4682,80.5318
-7452,King_Shaft,FAIL,26.5592,18.4408
-7452,Queen_Shaft,FAIL,18.2660,16.7340
-7452,North_Shaft,FAIL,27.6195,4.8805
-7451,Orion,FAIL,9.4232,18.7532
-7451,Leo,FAIL,9.4731,80.5269
-7451,King_Shaft,FAIL,26.5546,18.4454
-7451,Queen_Shaft,FAIL,18.2605,16.7395
-7451,North_Shaft,FAIL,27.6147,4.8853
-7450,Orion,FAIL,9.4278,18.7578
-7450,Leo,FAIL,9.4781,80.5219
-7450,King_Shaft,FAIL,26.5498,18.4502
-7450,Queen_Shaft,FAIL,18.2550,16.7450
-7450,North_Shaft,FAIL,27.6098,4.8902
-7449,Orion,FAIL,9.4326,18.7626
-7449,Leo,FAIL,9.4831,80.5169
-7449,King_Shaft,FAIL,26.5449,18.4551
-7449,Queen_Shaft,FAIL,18.2495,16.7505
-7449,North_Shaft,FAIL,27.6047,4.8953
-7448,Orion,FAIL,9.4436,18.7736
-7448,Leo,FAIL,10.2576,79.7424
-7448,King_Shaft,FAIL,26.5428,18.4572
-7448,Queen_Shaft,FAIL,18.2404,16.7596
-7448,North_Shaft,FAIL,27.5991,4.9009
-7447,Orion,FAIL,9.4489,18.7789
-7447,Leo,FAIL,10.2625,79.7375
-7447,King_Shaft,FAIL,26.5374,18.4626
-7447,Queen_Shaft,FAIL,18.2347,16.7653
-7447,North_Shaft,FAIL,27.5937,4.9063
-7446,Orion,FAIL,9.4541,18.7841
-7446,Leo,FAIL,10.2673,79.7327
-7446,King_Shaft,FAIL,26.5321,18.4679
-7446,Queen_Shaft,FAIL,18.2291,16.7709
-7446,North_Shaft,FAIL,27.5883,4.9117
-7445,Orion,FAIL,9.4592,18.7892
-7445,Leo,FAIL,10.2719,79.7281
-7445,King_Shaft,FAIL,26.5269,18.4731
-7445,Queen_Shaft,FAIL,18.2237,16.7763
-7445,North_Shaft,FAIL,27.5829,4.9171
-7444,Orion,FAIL,9.4589,18.7889
-7444,Leo,FAIL,9.7824,80.2176
-7444,King_Shaft,FAIL,26.5220,18.4780
-7444,Queen_Shaft,FAIL,18.2262,16.7738
-7444,North_Shaft,FAIL,27.5795,4.9205
-7443,Orion,FAIL,9.4639,18.7939
-7443,Leo,FAIL,9.7868,80.2132
-7443,King_Shaft,FAIL,26.5170,18.4830
-7443,Queen_Shaft,FAIL,18.2211,16.7789
-7443,North_Shaft,FAIL,27.5743,4.9257
-7442,Orion,FAIL,9.4687,18.7987
-7442,Leo,FAIL,9.7909,80.2091
-7442,King_Shaft,FAIL,26.5122,18.4878
-7442,Queen_Shaft,FAIL,18.2162,16.7838
-7442,North_Shaft,FAIL,27.5693,4.9307
-7441,Orion,FAIL,9.4732,18.8032
-7441,Leo,FAIL,9.7950,80.2050
-7441,King_Shaft,FAIL,26.5076,18.4924
-7441,Queen_Shaft,FAIL,18.2115,16.7885
-7441,North_Shaft,FAIL,27.5646,4.9354
-7440,Orion,FAIL,9.4811,18.8111
-7440,Leo,FAIL,9.3072,80.6928
-7440,King_Shaft,FAIL,26.4995,18.5005
-7440,Queen_Shaft,FAIL,18.1995,16.8005
-7440,North_Shaft,FAIL,27.5556,4.9444
-7439,Orion,FAIL,9.4852,18.8152
-7439,Leo,FAIL,9.3113,80.6887
-7439,King_Shaft,FAIL,26.4953,18.5047
-7439,Queen_Shaft,FAIL,18.1949,16.8051
-7439,North_Shaft,FAIL,27.5513,4.9487
-7438,Orion,FAIL,9.4891,18.8191
-7438,Leo,FAIL,9.3155,80.6845
-7438,King_Shaft,FAIL,26.4913,18.5087
-7438,Queen_Shaft,FAIL,18.1905,16.8095
-7438,North_Shaft,FAIL,27.5471,4.9529
-7437,Orion,FAIL,9.4929,18.8229
-7437,Leo,FAIL,9.3199,80.6801
-7437,King_Shaft,FAIL,26.4874,18.5126
-7437,Queen_Shaft,FAIL,18.1859,16.8141
-7437,North_Shaft,FAIL,27.5429,4.9571
-7436,Orion,FAIL,9.4981,18.8281
-7436,Leo,FAIL,10.0923,79.9077
-7436,King_Shaft,FAIL,26.4911,18.5089
-7436,Queen_Shaft,FAIL,18.1827,16.8173
-7436,North_Shaft,FAIL,27.5434,4.9566
-7435,Orion,FAIL,9.5021,18.8321
-7435,Leo,FAIL,10.0970,79.9030
-7435,King_Shaft,FAIL,26.4870,18.5130
-7435,Queen_Shaft,FAIL,18.1778,16.8222
-7435,North_Shaft,FAIL,27.5391,4.9609
-7434,Orion,FAIL,9.5061,18.8361
-7434,Leo,FAIL,10.1019,79.8981
-7434,King_Shaft,FAIL,26.4827,18.5173
-7434,Queen_Shaft,FAIL,18.1728,16.8272
-7434,North_Shaft,FAIL,27.5348,4.9652
-7433,Orion,FAIL,9.5105,18.8405
-7433,Leo,FAIL,10.1069,79.8931
-7433,King_Shaft,FAIL,26.4783,18.5217
-7433,Queen_Shaft,FAIL,18.1675,16.8325
-7433,North_Shaft,FAIL,27.5302,4.9698
-7432,Orion,FAIL,9.5079,18.8379
-7432,Leo,FAIL,9.6191,80.3809
-7432,King_Shaft,FAIL,26.4666,18.5334
-7432,Queen_Shaft,FAIL,18.1645,16.8355
-7432,North_Shaft,FAIL,27.5241,4.9759
-7431,Orion,FAIL,9.5126,18.8426
-7431,Leo,FAIL,9.6244,80.3756
-7431,King_Shaft,FAIL,26.4617,18.5383
-7431,Queen_Shaft,FAIL,18.1589,16.8411
-7431,North_Shaft,FAIL,27.5190,4.9810
-7430,Orion,FAIL,9.5174,18.8474
-7430,Leo,FAIL,9.6296,80.3704
-7430,King_Shaft,FAIL,26.4567,18.5433
-7430,Queen_Shaft,FAIL,18.1533,16.8467
-7430,North_Shaft,FAIL,27.5138,4.9862
-7429,Orion,FAIL,9.5225,18.8525
-7429,Leo,FAIL,9.6348,80.3652
-7429,King_Shaft,FAIL,26.4515,18.5485
-7429,Queen_Shaft,FAIL,18.1476,16.8524
-7429,North_Shaft,FAIL,27.5084,4.9916
-7428,Orion,FAIL,9.5359,18.8659
-7428,Leo,FAIL,10.4097,79.5903
-7428,King_Shaft,FAIL,26.4472,18.5528
-7428,Queen_Shaft,FAIL,18.1371,16.8629
-7428,North_Shaft,FAIL,27.5026,4.9974
-7427,Orion,FAIL,9.5411,18.8711
-7427,Leo,FAIL,10.4147,79.5853
-7427,King_Shaft,FAIL,26.4418,18.5582
-7427,Queen_Shaft,FAIL,18.1315,16.8685
-7427,North_Shaft,FAIL,27.4972,5.0028
-7426,Orion,FAIL,9.5463,18.8763
-7426,Leo,FAIL,10.4195,79.5805
-7426,King_Shaft,FAIL,26.4366,18.5634
-7426,Queen_Shaft,FAIL,18.1262,16.8738
-7426,North_Shaft,FAIL,27.4919,5.0081
-7425,Orion,FAIL,9.5514,18.8814
-7425,Leo,FAIL,10.4242,79.5758
-7425,King_Shaft,FAIL,26.4314,18.5686
-7425,Queen_Shaft,FAIL,18.1209,16.8791
-7425,North_Shaft,FAIL,27.4866,5.0134
-7424,Orion,FAIL,9.5529,18.8829
-7424,Leo,FAIL,9.9345,80.0655
-7424,King_Shaft,FAIL,26.4300,18.5700
-7424,Queen_Shaft,FAIL,18.1222,16.8778
-7424,North_Shaft,FAIL,27.4834,5.0166
-7423,Orion,FAIL,9.5576,18.8876
-7423,Leo,FAIL,9.9389,80.0611
-7423,King_Shaft,FAIL,26.4252,18.5748
-7423,Queen_Shaft,FAIL,18.1174,16.8826
-7423,North_Shaft,FAIL,27.4786,5.0214
-7422,Orion,FAIL,9.5620,18.8920
-7422,Leo,FAIL,9.9432,80.0568
-7422,King_Shaft,FAIL,26.4208,18.5792
-7422,Queen_Shaft,FAIL,18.1128,16.8872
-7422,North_Shaft,FAIL,27.4740,5.0260
-7421,Orion,FAIL,9.5663,18.8963
-7421,Leo,FAIL,9.9476,80.0524
-7421,King_Shaft,FAIL,26.4165,18.5835
-7421,Queen_Shaft,FAIL,18.1083,16.8917
-7421,North_Shaft,FAIL,27.4695,5.0305
-7420,Orion,FAIL,9.5706,18.9006
-7420,Leo,FAIL,9.4599,80.5401
-7420,King_Shaft,FAIL,26.4066,18.5934
-7420,Queen_Shaft,FAIL,18.0986,16.9014
-7420,North_Shaft,FAIL,27.4608,5.0392
-7419,Orion,FAIL,9.5745,18.9045
-7419,Leo,FAIL,9.4644,80.5356
-7419,King_Shaft,FAIL,26.4026,18.5974
-7419,Queen_Shaft,FAIL,18.0941,16.9059
-7419,North_Shaft,FAIL,27.4567,5.0433
-7418,Orion,FAIL,9.5783,18.9083
-7418,Leo,FAIL,9.4691,80.5309
-7418,King_Shaft,FAIL,26.3986,18.6014
-7418,Queen_Shaft,FAIL,18.0895,16.9105
-7418,North_Shaft,FAIL,27.4525,5.0475
-7417,Orion,FAIL,9.5822,18.9122
-7417,Leo,FAIL,9.4739,80.5261
-7417,King_Shaft,FAIL,26.3946,18.6054
-7417,Queen_Shaft,FAIL,18.0848,16.9152
-7417,North_Shaft,FAIL,27.4483,5.0517
-7416,Orion,FAIL,9.5896,18.9196
-7416,Leo,FAIL,10.2471,79.7529
-7416,King_Shaft,FAIL,26.3961,18.6039
-7416,Queen_Shaft,FAIL,18.0798,16.9202
-7416,North_Shaft,FAIL,27.4485,5.0515
-7415,Orion,FAIL,9.5938,18.9238
-7415,Leo,FAIL,10.2523,79.7477
-7415,King_Shaft,FAIL,26.3917,18.6083
-7415,Queen_Shaft,FAIL,18.0746,16.9254
-7415,North_Shaft,FAIL,27.4440,5.0560
-7414,Orion,FAIL,9.5983,18.9283
-7414,Leo,FAIL,10.2577,79.7423
-7414,King_Shaft,FAIL,26.3872,18.6128
-7414,Queen_Shaft,FAIL,18.0693,16.9307
-7414,North_Shaft,FAIL,27.4394,5.0606
-7413,Orion,FAIL,9.6029,18.9329
-7413,Leo,FAIL,10.2631,79.7369
-7413,King_Shaft,FAIL,26.3823,18.6177
-7413,Queen_Shaft,FAIL,18.0637,16.9363
-7413,North_Shaft,FAIL,27.4344,5.0656
-7412,Orion,FAIL,9.5997,18.9297
-7412,Leo,FAIL,9.7755,80.2245
-7412,King_Shaft,FAIL,26.3737,18.6263
-7412,Queen_Shaft,FAIL,18.0630,16.9370
-7412,North_Shaft,FAIL,27.4281,5.0719
-7411,Orion,FAIL,9.6048,18.9348
-7411,Leo,FAIL,9.7810,80.2190
-7411,King_Shaft,FAIL,26.3686,18.6314
-7411,Queen_Shaft,FAIL,18.0574,16.9426
-7411,North_Shaft,FAIL,27.4228,5.0772
-7410,Orion,FAIL,9.6100,18.9400
-7410,Leo,FAIL,9.7864,80.2136
-7410,King_Shaft,FAIL,26.3634,18.6366
-7410,Queen_Shaft,FAIL,18.0517,16.9483
-7410,North_Shaft,FAIL,27.4174,5.0826
-7409,Orion,FAIL,9.6153,18.9453
-7409,Leo,FAIL,9.7918,80.2082
-7409,King_Shaft,FAIL,26.3580,18.6420
-7409,Queen_Shaft,FAIL,18.0461,16.9539
-7409,North_Shaft,FAIL,27.4119,5.0881
-7408,Orion,FAIL,9.6280,18.9580
-7408,Leo,FAIL,10.5669,79.4331
-7408,King_Shaft,FAIL,26.3515,18.6485
-7408,Queen_Shaft,FAIL,18.0341,16.9659
-7408,North_Shaft,FAIL,27.4060,5.0940
-7407,Orion,FAIL,9.6332,18.9632
-7407,Leo,FAIL,10.5719,79.4281
-7407,King_Shaft,FAIL,26.3463,18.6537
-7407,Queen_Shaft,FAIL,18.0288,16.9712
-7407,North_Shaft,FAIL,27.4007,5.0993
-7406,Orion,FAIL,9.6382,18.9682
-7406,Leo,FAIL,10.5768,79.4232
-7406,King_Shaft,FAIL,26.3412,18.6588
-7406,Queen_Shaft,FAIL,18.0237,16.9763
-7406,North_Shaft,FAIL,27.3955,5.1045
-7405,Orion,FAIL,9.6431,18.9731
-7405,Leo,FAIL,10.5816,79.4184
-7405,King_Shaft,FAIL,26.3362,18.6638
-7405,Queen_Shaft,FAIL,18.0187,16.9813
-7405,North_Shaft,FAIL,27.3904,5.1096
-7404,Orion,FAIL,9.6464,18.9764
